,year,led_c,x,value,sm_value,noise,nr_value
8281,1995,229,4_Rings,0.0,0.0,,0.0
8282,1995,230,4_Rings,0.0,0.0,,0.0
8283,1995,231,4_Rings,0.0,0.0,,0.0
8284,1995,232,4_Rings,0.0,0.0,,0.0
8285,1995,233,4_Rings,0.0,0.0,,0.0
8286,1995,234,4_Rings,0.0,0.0,,0.0
8287,1995,235,4_Rings,0.0,0.0,,0.0
8288,1995,236,4_Rings,0.0,0.0,,0.0
8289,1995,237,4_Rings,0.0,0.0,,0.0
8290,1995,238,4_Rings,0.0,0.0,,0.0
8291,1995,239,4_Rings,0.0,0.0,,0.0
8292,1995,240,4_Rings,0.0,0.0,,0.0
8293,1995,241,4_Rings,0.0,0.0,,0.0
8294,1995,242,4_Rings,0.0,0.0,,0.0
8295,1995,243,4_Rings,0.0,0.0,,0.0
8417,1996,121,3_C.St,0.0,0.0,,0.0
8418,1996,122,3_C.St,0.0,0.0,,0.0
8419,1996,123,3_C.St,0.0,0.0,,0.0
8420,1996,124,3_C.St,0.0,0.0,,0.0
8421,1996,125,3_C.St,0.0,0.0,,0.0
8422,1996,126,3_C.St,0.0,0.0,,0.0
8423,1996,127,3_C.St,0.0,0.0,,0.0
8424,1996,128,3_C.St,0.0,0.0,,0.0
8425,1996,129,3_C.St,0.0,0.0,,0.0
8426,1996,130,3_C.St,0.0,0.0,,0.0
8427,1996,131,3_C.St,0.0,0.0,,0.0
8428,1996,132,3_C.St,0.0,0.0,,0.0
8429,1996,133,3_C.St,0.0,0.0,,0.0
8430,1996,134,3_C.St,0.0,0.0,,0.0
8431,1996,135,3_C.St,0.0,0.0,,0.0
8432,1996,136,3_C.St,0.0,0.0,,0.0
8433,1996,137,3_C.St,0.0,0.0,,0.0
8434,1996,138,3_C.St,0.0,0.0,,0.0
8435,1996,139,3_C.St,0.0,0.0,,0.0
8436,1996,140,3_C.St,0.0,0.0,,0.0
8437,1996,141,3_C.St,0.0,0.0,,0.0
8438,1996,142,3_C.St,0.0,0.0,,0.0
8439,1996,143,3_C.St,0.0,0.0,,0.0
8440,1996,144,3_C.St,0.0,0.0,,0.0
8441,1996,145,3_C.St,0.0,0.0,,0.0
8442,1996,146,3_C.St,0.0,0.0,,0.0
8443,1996,147,3_C.St,0.0,0.0,,0.0
8444,1996,148,3_C.St,0.0,0.0,,0.0
8445,1996,149,3_C.St,0.0,0.0,,0.0
8446,1996,150,3_C.St,0.0,0.0,,0.0
8447,1996,151,3_C.St,0.0,0.0,,0.0
8448,1996,152,3_C.St,0.0,0.0,,0.0
8449,1996,153,3_C.St,0.0,0.0,,0.0
8450,1996,154,3_C.St,0.0,0.0,,0.0
8451,1996,155,3_C.St,0.0,0.0,,0.0
8452,1996,156,3_C.St,0.0,0.0,,0.0
8453,1996,157,3_C.St,0.0,0.0,,0.0
8454,1996,158,3_C.St,0.0,0.0,,0.0
8455,1996,159,3_C.St,0.0,0.0,,0.0
8456,1996,160,3_C.St,0.0,0.0,,0.0
8457,1996,161,3_C.St,0.0,0.0,,0.0
8458,1996,162,3_C.St,0.0,0.0,,0.0
8459,1996,163,3_C.St,0.0,0.0,,0.0
8460,1996,164,3_C.St,0.0,0.0,,0.0
8461,1996,165,3_C.St,0.0,0.0,,0.0
8462,1996,166,3_C.St,0.0,0.0,,0.0
8463,1996,167,3_C.St,0.0,0.0,,0.0
8464,1996,168,3_C.St,0.0,0.0,,0.0
8465,1996,169,3_C.St,0.0,0.0,,0.0
8466,1996,170,3_C.St,0.0,0.0,,0.0
8467,1996,171,3_C.St,0.0,0.0,,0.0
8468,1996,172,3_C.St,0.0,0.0,,0.0
8469,1996,173,3_C.St,0.0,0.0,,0.0
8470,1996,174,3_C.St,0.0,0.0,,0.0
8471,1996,175,3_C.St,0.0,0.0,,0.0
8472,1996,176,3_C.St,0.0,0.0,,0.0
8473,1996,177,3_C.St,0.0,0.0,,0.0
8474,1996,178,3_C.St,0.0,0.0,,0.0
8475,1996,179,3_C.St,0.0,0.0,,0.0
8476,1996,180,3_C.St,0.0,0.0,,0.0
8477,1996,181,4_Rings,0.0,0.0,,0.0
8478,1996,182,4_Rings,0.0,0.0,,0.0
8479,1996,183,4_Rings,0.0,0.0,,0.0
8480,1996,184,4_Rings,0.0,0.0,,0.0
8481,1996,185,4_Rings,0.0,0.0,,0.0
8482,1996,186,4_Rings,0.0,0.0,,0.0
8483,1996,187,4_Rings,0.0,0.0,,0.0
8484,1996,188,4_Rings,0.0,0.0,,0.0
8485,1996,189,4_Rings,0.0,0.0,,0.0
8486,1996,190,4_Rings,0.0,0.0,,0.0
8487,1996,191,4_Rings,0.0,0.0,,0.0
8488,1996,192,4_Rings,0.0,0.0,,0.0
8489,1996,193,4_Rings,0.0,0.0,,0.0
8490,1996,194,4_Rings,0.0,0.0,,0.0
8491,1996,195,4_Rings,0.0,0.0,,0.0
8492,1996,196,4_Rings,0.0,0.0,,0.0
8493,1996,197,4_Rings,0.0,0.0,,0.0
8494,1996,198,4_Rings,0.0,0.0,,0.0
8495,1996,199,4_Rings,0.0,0.0,,0.0
8496,1996,200,4_Rings,0.0,0.0,,0.0
8497,1996,201,4_Rings,0.0,0.0,,0.0
8498,1996,202,4_Rings,0.0,0.0,,0.0
8499,1996,203,4_Rings,0.0,0.0,,0.0
8500,1996,204,4_Rings,0.0,0.0,,0.0
8501,1996,205,4_Rings,0.0,0.0,,0.0
8502,1996,206,4_Rings,0.0,0.0,,0.0
8503,1996,207,4_Rings,0.0,0.0,,0.0
8504,1996,208,4_Rings,0.0,0.0,,0.0
8505,1996,209,4_Rings,0.0,0.0,,0.0
8506,1996,210,4_Rings,0.0,0.0,,0.0
8507,1996,211,4_Rings,0.0,0.0,,0.0
8508,1996,212,4_Rings,0.0,0.0,,0.0
8509,1996,213,4_Rings,0.0,0.0,,0.0
8510,1996,214,4_Rings,0.0,0.0,,0.0
8511,1996,215,4_Rings,0.0,0.0,,0.0
8512,1996,216,4_Rings,0.0,0.0,,0.0
8513,1996,217,4_Rings,0.0,0.0,,0.0
8514,1996,218,4_Rings,0.0,0.0,,0.0
8515,1996,219,4_Rings,0.0,0.0,,0.0
8516,1996,220,4_Rings,0.0,0.0,,0.0
8517,1996,221,4_Rings,0.0,0.0,,0.0
8518,1996,222,4_Rings,0.0,0.0,,0.0
8519,1996,223,4_Rings,0.0,0.0,,0.0
8520,1996,224,4_Rings,0.0,0.0,,0.0
8521,1996,225,4_Rings,0.0,0.0,,0.0
8522,1996,226,4_Rings,0.0,0.0,,0.0
8523,1996,227,4_Rings,0.0,0.0,,0.0
8524,1996,228,4_Rings,0.0,0.0,,0.0
8525,1996,229,4_Rings,0.0,0.0,,0.0
8526,1996,230,4_Rings,0.0,0.0,,0.0
8527,1996,231,4_Rings,0.0,0.0,,0.0
8528,1996,232,4_Rings,0.0,0.0,,0.0
8529,1996,233,4_Rings,0.0,0.0,,0.0
8530,1996,234,4_Rings,0.0,0.0,,0.0
8531,1996,235,4_Rings,0.0,0.0,,0.0
8532,1996,236,4_Rings,0.0,0.0,,0.0
8533,1996,237,4_Rings,0.0,0.0,,0.0
8534,1996,238,4_Rings,0.0,0.0,,0.0
8535,1996,239,4_Rings,0.0,0.0,,0.0
8536,1996,240,4_Rings,0.0,0.0,,0.0
8537,1996,241,4_Rings,0.0,0.0,,0.0
8538,1996,242,4_Rings,0.0,0.0,,0.0
8539,1996,243,4_Rings,0.0,0.0,,0.0
8661,1997,121,3_C.St,0.0,0.0,,0.0
8662,1997,122,3_C.St,0.0,0.0,,0.0
8663,1997,123,3_C.St,0.0,0.0,,0.0
8664,1997,124,3_C.St,0.0,0.0,,0.0
8665,1997,125,3_C.St,0.0,0.0,,0.0
8666,1997,126,3_C.St,0.0,0.0,,0.0
8667,1997,127,3_C.St,0.0,0.0,,0.0
8668,1997,128,3_C.St,0.0,0.0,,0.0
8669,1997,129,3_C.St,0.0,0.0,,0.0
8670,1997,130,3_C.St,0.0,0.0,,0.0
8671,1997,131,3_C.St,0.0,0.0,,0.0
8672,1997,132,3_C.St,0.0,0.0,,0.0
8673,1997,133,3_C.St,0.0,0.0,,0.0
8674,1997,134,3_C.St,0.0,0.0,,0.0
8675,1997,135,3_C.St,0.0,0.0,,0.0
8676,1997,136,3_C.St,0.0,0.0,,0.0
8677,1997,137,3_C.St,0.0,0.0,,0.0
8678,1997,138,3_C.St,0.0,0.0,,0.0
8679,1997,139,3_C.St,0.0,0.0,,0.0
8680,1997,140,3_C.St,0.0,0.0,,0.0
8681,1997,141,3_C.St,0.0,0.0,,0.0
8682,1997,142,3_C.St,0.0,0.0,,0.0
8683,1997,143,3_C.St,0.0,0.0,,0.0
8684,1997,144,3_C.St,0.0,0.0,,0.0
8685,1997,145,3_C.St,0.0,0.0,,0.0
8686,1997,146,3_C.St,0.0,0.0,,0.0
8687,1997,147,3_C.St,0.0,0.0,,0.0
8688,1997,148,3_C.St,0.0,0.0,,0.0
8689,1997,149,3_C.St,0.0,0.0,,0.0
8690,1997,150,3_C.St,0.0,0.0,,0.0
8691,1997,151,3_C.St,0.0,0.0,,0.0
8692,1997,152,3_C.St,0.0,0.0,,0.0
8693,1997,153,3_C.St,0.0,0.0,,0.0
8694,1997,154,3_C.St,0.0,0.0,,0.0
8695,1997,155,3_C.St,0.0,0.0,,0.0
8696,1997,156,3_C.St,0.0,0.0,,0.0
8697,1997,157,3_C.St,0.0,0.0,,0.0
8698,1997,158,3_C.St,0.0,0.0,,0.0
8699,1997,159,3_C.St,0.0,0.0,,0.0
8700,1997,160,3_C.St,0.0,0.0,,0.0
8701,1997,161,3_C.St,0.0,0.0,,0.0
8702,1997,162,3_C.St,0.0,0.0,,0.0
8703,1997,163,3_C.St,0.0,0.0,,0.0
8704,1997,164,3_C.St,0.0,0.0,,0.0
8705,1997,165,3_C.St,0.0,0.0,,0.0
8706,1997,166,3_C.St,0.0,0.0,,0.0
8707,1997,167,3_C.St,0.0,0.0,,0.0
8708,1997,168,3_C.St,0.0,0.0,,0.0
8709,1997,169,3_C.St,0.0,0.0,,0.0
8710,1997,170,3_C.St,0.0,0.0,,0.0
8711,1997,171,3_C.St,0.0,0.0,,0.0
8712,1997,172,3_C.St,0.0,0.0,,0.0
8713,1997,173,3_C.St,0.0,0.0,,0.0
8714,1997,174,3_C.St,0.0,0.0,,0.0
8715,1997,175,3_C.St,0.0,0.0,,0.0
8716,1997,176,3_C.St,0.0,0.0,,0.0
8717,1997,177,3_C.St,0.0,0.0,,0.0
8718,1997,178,3_C.St,0.0,0.0,,0.0
8719,1997,179,3_C.St,0.0,0.0,,0.0
8720,1997,180,3_C.St,0.0,0.0,,0.0
8721,1997,181,4_Rings,0.0,0.0,,0.0
8722,1997,182,4_Rings,0.0,0.0,,0.0
8723,1997,183,4_Rings,0.0,0.0,,0.0
8724,1997,184,4_Rings,0.0,0.0,,0.0
8725,1997,185,4_Rings,0.0,0.0,,0.0
8726,1997,186,4_Rings,0.0,0.0,,0.0
8727,1997,187,4_Rings,0.0,0.0,,0.0
8728,1997,188,4_Rings,0.0,0.0,,0.0
8729,1997,189,4_Rings,0.0,0.0,,0.0
8730,1997,190,4_Rings,0.0,0.0,,0.0
8731,1997,191,4_Rings,0.0,0.0,,0.0
8732,1997,192,4_Rings,0.0,0.0,,0.0
8733,1997,193,4_Rings,0.0,0.0,,0.0
8734,1997,194,4_Rings,0.0,0.0,,0.0
8735,1997,195,4_Rings,0.0,0.0,,0.0
8736,1997,196,4_Rings,0.0,0.0,,0.0
8737,1997,197,4_Rings,0.0,0.0,,0.0
8738,1997,198,4_Rings,0.0,0.0,,0.0
8739,1997,199,4_Rings,0.0,0.0,,0.0
8740,1997,200,4_Rings,0.0,0.0,,0.0
8741,1997,201,4_Rings,0.0,0.0,,0.0
8742,1997,202,4_Rings,0.0,0.0,,0.0
8743,1997,203,4_Rings,0.0,0.0,,0.0
8744,1997,204,4_Rings,0.0,0.0,,0.0
8745,1997,205,4_Rings,0.0,0.0,,0.0
8746,1997,206,4_Rings,0.0,0.0,,0.0
8747,1997,207,4_Rings,0.0,0.0,,0.0
8748,1997,208,4_Rings,0.0,0.0,,0.0
8749,1997,209,4_Rings,0.0,0.0,,0.0
8750,1997,210,4_Rings,0.0,0.0,,0.0
8751,1997,211,4_Rings,0.0,0.0,,0.0
8752,1997,212,4_Rings,0.0,0.0,,0.0
8753,1997,213,4_Rings,0.0,0.0,,0.0
8754,1997,214,4_Rings,0.0,0.0,,0.0
8755,1997,215,4_Rings,0.0,0.0,,0.0
8756,1997,216,4_Rings,0.0,0.0,,0.0
8757,1997,217,4_Rings,0.0,0.0,,0.0
8758,1997,218,4_Rings,0.0,0.0,,0.0
8759,1997,219,4_Rings,0.0,0.0,,0.0
8760,1997,220,4_Rings,0.0,0.0,,0.0
8761,1997,221,4_Rings,0.0,0.0,,0.0
8762,1997,222,4_Rings,0.0,0.0,,0.0
8763,1997,223,4_Rings,0.0,0.0,,0.0
8764,1997,224,4_Rings,0.0,0.0,,0.0
8765,1997,225,4_Rings,0.0,0.0,,0.0
8766,1997,226,4_Rings,0.0,0.0,,0.0
8767,1997,227,4_Rings,0.0,0.0,,0.0
8768,1997,228,4_Rings,0.0,0.0,,0.0
8769,1997,229,4_Rings,0.0,0.0,,0.0
8770,1997,230,4_Rings,0.0,0.0,,0.0
8771,1997,231,4_Rings,0.0,0.0,,0.0
8772,1997,232,4_Rings,0.0,0.0,,0.0
8773,1997,233,4_Rings,0.0,0.0,,0.0
8774,1997,234,4_Rings,0.0,0.0,,0.0
8775,1997,235,4_Rings,0.0,0.0,,0.0
8776,1997,236,4_Rings,0.0,0.0,,0.0
8777,1997,237,4_Rings,0.0,0.0,,0.0
8778,1997,238,4_Rings,0.0,0.0,,0.0
8779,1997,239,4_Rings,0.0,0.0,,0.0
8780,1997,240,4_Rings,0.0,0.0,,0.0
8781,1997,241,4_Rings,0.0,0.0,,0.0
8782,1997,242,4_Rings,0.0,0.0,,0.0
8783,1997,243,4_Rings,0.0,0.0,,0.0
8905,1998,121,3_C.St,0.0,0.0,,0.0
8906,1998,122,3_C.St,0.0,0.0,,0.0
8907,1998,123,3_C.St,0.0,0.0,,0.0
8908,1998,124,3_C.St,0.0,0.0,,0.0
8909,1998,125,3_C.St,0.0,0.0,,0.0
8910,1998,126,3_C.St,0.0,0.0,,0.0
8911,1998,127,3_C.St,0.0,0.0,,0.0
8912,1998,128,3_C.St,0.0,0.0,,0.0
8913,1998,129,3_C.St,0.0,0.0,,0.0
8914,1998,130,3_C.St,0.0,0.0,,0.0
8915,1998,131,3_C.St,0.0,0.0,,0.0
8916,1998,132,3_C.St,0.0,0.0,,0.0
8917,1998,133,3_C.St,0.0,0.0,,0.0
8918,1998,134,3_C.St,0.0,0.0,,0.0
8919,1998,135,3_C.St,0.0,0.0,,0.0
8920,1998,136,3_C.St,0.0,0.0,,0.0
8921,1998,137,3_C.St,0.0,0.0,,0.0
8922,1998,138,3_C.St,0.0,0.0,,0.0
8923,1998,139,3_C.St,0.0,0.0,,0.0
8924,1998,140,3_C.St,0.0,0.0,,0.0
8925,1998,141,3_C.St,0.0,0.0,,0.0
8926,1998,142,3_C.St,0.0,0.0,,0.0
8927,1998,143,3_C.St,0.0,0.0,,0.0
8928,1998,144,3_C.St,0.0,0.0,,0.0
8929,1998,145,3_C.St,0.0,0.0,,0.0
8930,1998,146,3_C.St,0.0,0.0,,0.0
8931,1998,147,3_C.St,0.0,0.0,,0.0
8932,1998,148,3_C.St,0.0,0.0,,0.0
8933,1998,149,3_C.St,0.0,0.0,,0.0
8934,1998,150,3_C.St,0.0,0.0,,0.0
8935,1998,151,3_C.St,0.0,0.0,,0.0
8936,1998,152,3_C.St,0.0,0.0,,0.0
8937,1998,153,3_C.St,0.0,0.0,,0.0
8938,1998,154,3_C.St,0.0,0.0,,0.0
8939,1998,155,3_C.St,0.0,0.0,,0.0
8940,1998,156,3_C.St,0.0,0.0,,0.0
8941,1998,157,3_C.St,0.0,0.0,,0.0
8942,1998,158,3_C.St,0.0,0.0,,0.0
8943,1998,159,3_C.St,0.0,0.0,,0.0
8944,1998,160,3_C.St,0.0,0.0,,0.0
8945,1998,161,3_C.St,0.0,0.0,,0.0
8946,1998,162,3_C.St,0.0,0.0,,0.0
8947,1998,163,3_C.St,0.0,0.0,,0.0
8948,1998,164,3_C.St,0.0,0.0,,0.0
8949,1998,165,3_C.St,0.0,0.0,,0.0
8950,1998,166,3_C.St,0.0,0.0,,0.0
8951,1998,167,3_C.St,0.0,0.0,,0.0
8952,1998,168,3_C.St,0.0,0.0,,0.0
8953,1998,169,3_C.St,0.0,0.0,,0.0
8954,1998,170,3_C.St,0.0,0.0,,0.0
8955,1998,171,3_C.St,0.0,0.0,,0.0
8956,1998,172,3_C.St,0.0,0.0,,0.0
8957,1998,173,3_C.St,0.0,0.0,,0.0
8958,1998,174,3_C.St,0.0,0.0,,0.0
8959,1998,175,3_C.St,0.0,0.0,,0.0
8960,1998,176,3_C.St,0.0,0.0,,0.0
8961,1998,177,3_C.St,0.0,0.0,,0.0
8962,1998,178,3_C.St,0.0,0.0,,0.0
8963,1998,179,3_C.St,0.0,0.0,,0.0
8964,1998,180,3_C.St,0.0,0.0,,0.0
8965,1998,181,4_Rings,0.0,0.0,,0.0
8966,1998,182,4_Rings,0.0,0.0,,0.0
8967,1998,183,4_Rings,0.0,0.0,,0.0
8968,1998,184,4_Rings,0.0,0.0,,0.0
8969,1998,185,4_Rings,0.0,0.0,,0.0
8970,1998,186,4_Rings,0.0,0.0,,0.0
8971,1998,187,4_Rings,0.0,0.0,,0.0
8972,1998,188,4_Rings,0.0,0.0,,0.0
8973,1998,189,4_Rings,0.0,0.0,,0.0
8974,1998,190,4_Rings,0.0,0.0,,0.0
8975,1998,191,4_Rings,0.0,0.0,,0.0
8976,1998,192,4_Rings,0.0,0.0,,0.0
8977,1998,193,4_Rings,0.0,0.0,,0.0
8978,1998,194,4_Rings,0.0,0.0,,0.0
8979,1998,195,4_Rings,0.0,0.0,,0.0
8980,1998,196,4_Rings,0.0,0.0,,0.0
8981,1998,197,4_Rings,0.0,0.0,,0.0
8982,1998,198,4_Rings,0.0,0.0,,0.0
8983,1998,199,4_Rings,0.0,0.0,,0.0
8984,1998,200,4_Rings,0.0,0.0,,0.0
8985,1998,201,4_Rings,0.0,0.0,,0.0
8986,1998,202,4_Rings,0.0,0.0,,0.0
8987,1998,203,4_Rings,0.0,0.0,,0.0
8988,1998,204,4_Rings,0.0,0.0,,0.0
8989,1998,205,4_Rings,0.0,0.0,,0.0
8990,1998,206,4_Rings,0.0,0.0,,0.0
8991,1998,207,4_Rings,0.0,0.0,,0.0
8992,1998,208,4_Rings,0.0,0.0,,0.0
8993,1998,209,4_Rings,0.0,0.0,,0.0
8994,1998,210,4_Rings,0.0,0.0,,0.0
8995,1998,211,4_Rings,0.0,0.0,,0.0
8996,1998,212,4_Rings,0.0,0.0,,0.0
8997,1998,213,4_Rings,0.0,0.0,,0.0
8998,1998,214,4_Rings,0.0,0.0,,0.0
8999,1998,215,4_Rings,0.0,0.0,,0.0
9000,1998,216,4_Rings,0.0,0.0,,0.0
9001,1998,217,4_Rings,0.0,0.0,,0.0
9002,1998,218,4_Rings,0.0,0.0,,0.0
9003,1998,219,4_Rings,0.0,0.0,,0.0
9004,1998,220,4_Rings,0.0,0.0,,0.0
9005,1998,221,4_Rings,0.0,0.0,,0.0
9006,1998,222,4_Rings,0.0,0.0,,0.0
9007,1998,223,4_Rings,0.0,0.0,,0.0
9008,1998,224,4_Rings,0.0,0.0,,0.0
9009,1998,225,4_Rings,0.0,0.0,,0.0
9010,1998,226,4_Rings,0.0,0.0,,0.0
9011,1998,227,4_Rings,0.0,0.0,,0.0
9012,1998,228,4_Rings,0.0,0.0,,0.0
9013,1998,229,4_Rings,0.0,0.0,,0.0
9014,1998,230,4_Rings,0.0,0.0,,0.0
9015,1998,231,4_Rings,0.0,0.0,,0.0
9016,1998,232,4_Rings,0.0,0.0,,0.0
9017,1998,233,4_Rings,0.0,0.0,,0.0
9018,1998,234,4_Rings,0.0,0.0,,0.0
9019,1998,235,4_Rings,0.0,0.0,,0.0
9020,1998,236,4_Rings,0.0,0.0,,0.0
9021,1998,237,4_Rings,0.0,0.0,,0.0
9022,1998,238,4_Rings,0.0,0.0,,0.0
9023,1998,239,4_Rings,0.0,0.0,,0.0
9024,1998,240,4_Rings,0.0,0.0,,0.0
9025,1998,241,4_Rings,0.0,0.0,,0.0
9026,1998,242,4_Rings,0.0,0.0,,0.0
9027,1998,243,4_Rings,0.0,0.0,,0.0
9149,1999,121,3_C.St,0.0,0.0,,0.0
9150,1999,122,3_C.St,0.0,0.0,,0.0
9151,1999,123,3_C.St,0.0,0.0,,0.0
9152,1999,124,3_C.St,0.0,0.0,,0.0
9153,1999,125,3_C.St,0.0,0.0,,0.0
9154,1999,126,3_C.St,0.0,0.0,,0.0
9155,1999,127,3_C.St,0.0,0.0,,0.0
9156,1999,128,3_C.St,0.0,0.0,,0.0
9157,1999,129,3_C.St,0.0,0.0,,0.0
9158,1999,130,3_C.St,0.0,0.0,,0.0
9159,1999,131,3_C.St,0.0,0.0,,0.0
9160,1999,132,3_C.St,0.0,0.0,,0.0
9161,1999,133,3_C.St,0.0,0.0,,0.0
9162,1999,134,3_C.St,0.0,0.0,,0.0
9163,1999,135,3_C.St,0.0,0.0,,0.0
9164,1999,136,3_C.St,0.0,0.0,,0.0
9165,1999,137,3_C.St,0.0,0.0,,0.0
9166,1999,138,3_C.St,0.0,0.0,,0.0
9167,1999,139,3_C.St,0.0,0.0,,0.0
9168,1999,140,3_C.St,0.0,0.0,,0.0
9169,1999,141,3_C.St,0.0,0.0,,0.0
9170,1999,142,3_C.St,0.0,0.0,,0.0
9171,1999,143,3_C.St,0.0,0.0,,0.0
9172,1999,144,3_C.St,0.0,0.0,,0.0
9173,1999,145,3_C.St,0.0,0.0,,0.0
9174,1999,146,3_C.St,0.0,0.0,,0.0
9175,1999,147,3_C.St,0.0,0.0,,0.0
9176,1999,148,3_C.St,0.0,0.0,,0.0
9177,1999,149,3_C.St,0.0,0.0,,0.0
9178,1999,150,3_C.St,0.0,0.0,,0.0
9179,1999,151,3_C.St,0.0,0.0,,0.0
9180,1999,152,3_C.St,0.0,0.0,,0.0
9181,1999,153,3_C.St,0.0,0.0,,0.0
9182,1999,154,3_C.St,0.0,0.0,,0.0
9183,1999,155,3_C.St,0.0,0.0,,0.0
9184,1999,156,3_C.St,0.0,0.0,,0.0
9185,1999,157,3_C.St,0.0,0.0,,0.0
9186,1999,158,3_C.St,0.0,0.0,,0.0
9187,1999,159,3_C.St,0.0,0.0,,0.0
9188,1999,160,3_C.St,0.0,0.0,,0.0
9189,1999,161,3_C.St,0.0,0.0,,0.0
9190,1999,162,3_C.St,0.0,0.0,,0.0
9191,1999,163,3_C.St,0.0,0.0,,0.0
9192,1999,164,3_C.St,0.0,0.0,,0.0
9193,1999,165,3_C.St,0.0,0.0,,0.0
9194,1999,166,3_C.St,0.0,0.0,,0.0
9195,1999,167,3_C.St,0.0,0.0,,0.0
9196,1999,168,3_C.St,0.0,0.0,,0.0
9197,1999,169,3_C.St,0.0,0.0,,0.0
9198,1999,170,3_C.St,0.0,0.0,,0.0
9199,1999,171,3_C.St,0.0,0.0,,0.0
9200,1999,172,3_C.St,0.0,0.0,,0.0
9201,1999,173,3_C.St,0.0,0.0,,0.0
9202,1999,174,3_C.St,0.0,0.0,,0.0
9203,1999,175,3_C.St,0.0,0.0,,0.0
9204,1999,176,3_C.St,0.0,0.0,,0.0
9205,1999,177,3_C.St,0.0,0.0,,0.0
9206,1999,178,3_C.St,0.0,0.0,,0.0
9207,1999,179,3_C.St,0.0,0.0,,0.0
9208,1999,180,3_C.St,0.0,0.0,,0.0
9209,1999,181,4_Rings,0.0,0.0,,0.0
9210,1999,182,4_Rings,0.0,0.0,,0.0
9211,1999,183,4_Rings,0.0,0.0,,0.0
9212,1999,184,4_Rings,0.0,0.0,,0.0
9213,1999,185,4_Rings,0.0,0.0,,0.0
9214,1999,186,4_Rings,0.0,0.0,,0.0
9215,1999,187,4_Rings,0.0,0.0,,0.0
9216,1999,188,4_Rings,0.0,0.0,,0.0
9217,1999,189,4_Rings,0.0,0.0,,0.0
9218,1999,190,4_Rings,0.0,0.0,,0.0
9219,1999,191,4_Rings,0.0,0.0,,0.0
9220,1999,192,4_Rings,0.0,0.0,,0.0
9221,1999,193,4_Rings,0.0,0.0,,0.0
9222,1999,194,4_Rings,0.0,0.0,,0.0
9223,1999,195,4_Rings,0.0,0.0,,0.0
9224,1999,196,4_Rings,0.0,0.0,,0.0
9225,1999,197,4_Rings,0.0,0.0,,0.0
9226,1999,198,4_Rings,0.0,0.0,,0.0
9227,1999,199,4_Rings,0.0,0.0,,0.0
9228,1999,200,4_Rings,0.0,0.0,,0.0
9229,1999,201,4_Rings,0.0,0.0,,0.0
9230,1999,202,4_Rings,0.0,0.0,,0.0
9231,1999,203,4_Rings,0.0,0.0,,0.0
9232,1999,204,4_Rings,0.0,0.0,,0.0
9233,1999,205,4_Rings,0.0,0.0,,0.0
9234,1999,206,4_Rings,0.0,0.0,,0.0
9235,1999,207,4_Rings,0.0,0.0,,0.0
9236,1999,208,4_Rings,0.0,0.0,,0.0
9237,1999,209,4_Rings,0.0,0.0,,0.0
9238,1999,210,4_Rings,0.0,0.0,,0.0
9239,1999,211,4_Rings,0.0,0.0,,0.0
9240,1999,212,4_Rings,0.0,0.0,,0.0
9241,1999,213,4_Rings,0.0,0.0,,0.0
9242,1999,214,4_Rings,0.0,0.0,,0.0
9243,1999,215,4_Rings,0.0,0.0,,0.0
9244,1999,216,4_Rings,0.0,0.0,,0.0
9245,1999,217,4_Rings,0.0,0.0,,0.0
9246,1999,218,4_Rings,0.0,0.0,,0.0
9247,1999,219,4_Rings,0.0,0.0,,0.0
9248,1999,220,4_Rings,0.0,0.0,,0.0
9249,1999,221,4_Rings,0.0,0.0,,0.0
9250,1999,222,4_Rings,0.0,0.0,,0.0
9251,1999,223,4_Rings,0.0,0.0,,0.0
9252,1999,224,4_Rings,0.0,0.0,,0.0
9253,1999,225,4_Rings,0.0,0.0,,0.0
9254,1999,226,4_Rings,0.0,0.0,,0.0
9255,1999,227,4_Rings,0.0,0.0,,0.0
9256,1999,228,4_Rings,0.0,0.0,,0.0
9257,1999,229,4_Rings,0.0,0.0,,0.0
9258,1999,230,4_Rings,0.0,0.0,,0.0
9259,1999,231,4_Rings,0.0,0.0,,0.0
9260,1999,232,4_Rings,0.0,0.0,,0.0
9261,1999,233,4_Rings,0.0,0.0,,0.0
9262,1999,234,4_Rings,0.0,0.0,,0.0
9263,1999,235,4_Rings,0.0,0.0,,0.0
9264,1999,236,4_Rings,0.0,0.0,,0.0
9265,1999,237,4_Rings,0.0,0.0,,0.0
9266,1999,238,4_Rings,0.0,0.0,,0.0
9267,1999,239,4_Rings,0.0,0.0,,0.0
9268,1999,240,4_Rings,0.0,0.0,,0.0
9269,1999,241,4_Rings,0.0,0.0,,0.0
9270,1999,242,4_Rings,0.0,0.0,,0.0
9271,1999,243,4_Rings,0.0,0.0,,0.0
9393,2000,121,3_C.St,0.0,0.0,,0.0
9394,2000,122,3_C.St,0.0,0.0,,0.0
9395,2000,123,3_C.St,0.0,0.0,,0.0
9396,2000,124,3_C.St,0.0,0.0,,0.0
9397,2000,125,3_C.St,0.0,0.0,,0.0
9398,2000,126,3_C.St,0.0,0.0,,0.0
9399,2000,127,3_C.St,0.0,0.0,,0.0
9400,2000,128,3_C.St,0.0,0.0,,0.0
9401,2000,129,3_C.St,0.0,0.0,,0.0
9402,2000,130,3_C.St,0.0,0.0,,0.0
